,Estimator,relationship,Relatedness_Value
4246,QGM,Unrelated,-0.1627
4247,QGM,Unrelated,-0.3632
4248,QGM,Unrelated,0.0546
4249,QGM,Unrelated,0.186
4250,QGM,Unrelated,-0.1699
4251,QGM,Unrelated,0.0671
4252,QGM,Unrelated,0.0138
4253,QGM,Unrelated,0.1896
4254,QGM,Unrelated,-0.1086
4255,QGM,Unrelated,0.1547
4256,QGM,Unrelated,0.2541
4257,QGM,Unrelated,0.3245
4258,QGM,Unrelated,0.0319
4259,QGM,Unrelated,0.1111
4260,QGM,Unrelated,-0.0425
4261,QGM,Unrelated,0.0793
4262,QGM,Unrelated,-0.1603
4263,QGM,Unrelated,-0.2707
4264,QGM,Unrelated,0.0608
4265,QGM,Unrelated,0.0223
4266,QGM,Unrelated,0.0241
4267,QGM,Unrelated,0.1009
4268,QGM,Unrelated,0.096
4269,QGM,Unrelated,0.1002
4270,QGM,Unrelated,0.2301
4271,QGM,Unrelated,0.2634
4272,QGM,Unrelated,-0.147
4273,QGM,Unrelated,-0.0995
4274,QGM,Unrelated,-0.2129
4275,QGM,Unrelated,-0.0262
4276,QGM,Unrelated,0.1545
4277,QGM,Unrelated,-0.1546
4278,QGM,Unrelated,-0.0547
4279,QGM,Unrelated,-0.0507
4280,QGM,Unrelated,-0.0355
4281,QGM,Unrelated,0.2045
4282,QGM,Unrelated,0.121
4283,QGM,Unrelated,0.0583
4284,QGM,Unrelated,-0.0243
4285,QGM,Unrelated,-0.0067
4286,QGM,Unrelated,0.1175
4287,QGM,Unrelated,-0.1674
4288,QGM,Unrelated,-0.215
4289,QGM,Unrelated,-0.0144
4290,QGM,Unrelated,0.0565
4291,QGM,Unrelated,-0.2653
4292,QGM,Unrelated,-0.0026
4293,QGM,Unrelated,0.3158
4294,QGM,Unrelated,0.1976
4295,QGM,Unrelated,-0.1378
4296,QGM,Unrelated,-0.0855
4297,QGM,Unrelated,0.0288
4298,QGM,Unrelated,0.0424
4299,QGM,Unrelated,-0.1566
4300,QGM,Unrelated,-0.1382
4301,QGM,Unrelated,0.1115
4302,QGM,Unrelated,0.0209
4303,QGM,Unrelated,0.0549
4304,QGM,Unrelated,-0.099
4305,QGM,Unrelated,0.0443
4306,QGM,Unrelated,0.0038
4307,QGM,Unrelated,0.0196
4308,QGM,Unrelated,-0.1836
4309,QGM,Unrelated,0.2613
4310,QGM,Unrelated,-0.0902
4311,QGM,Unrelated,0.0204
4312,QGM,Unrelated,0.0552
4313,QGM,Unrelated,0.1561
4314,QGM,Unrelated,0.2508
4315,QGM,Unrelated,-0.0507
4316,QGM,Unrelated,-0.2282
4317,QGM,Unrelated,-0.0139
4318,QGM,Unrelated,-0.015
4319,QGM,Unrelated,-0.3385
4320,QGM,Unrelated,-0.2248
4321,QGM,Unrelated,-0.0846
4322,QGM,Unrelated,-0.034
4323,QGM,Unrelated,0.0476
4324,QGM,Unrelated,-0.0619
4325,QGM,Unrelated,-0.1515
4326,QGM,Unrelated,-0.3633
4327,QGM,Unrelated,0.2489
4328,QGM,Unrelated,0.0734
4329,QGM,Unrelated,0.1994
4330,QGM,Unrelated,-0.1676
4331,QGM,Unrelated,-0.1271
4332,QGM,Unrelated,0.0705
4333,QGM,Unrelated,0.2277
4334,QGM,Unrelated,-0.1732
4335,QGM,Unrelated,-0.1662
4336,QGM,Unrelated,0.1085
4337,QGM,Unrelated,-0.285
4338,QGM,Unrelated,-0.0372
4339,QGM,Unrelated,0.1289
4340,QGM,Unrelated,0.0698
4341,QGM,Unrelated,-0.0148
4342,QGM,Unrelated,0.082
4343,QGM,Unrelated,0.0304
4344,QGM,Unrelated,0.2327
4345,QGM,Unrelated,-0.0735
4346,QGM,Unrelated,-0.0124
4347,QGM,Unrelated,0.0811
4348,QGM,Unrelated,-0.144
4349,QGM,Unrelated,0.1036
4350,QGM,Unrelated,0.2034
4351,QGM,Unrelated,-0.0645
4352,QGM,Unrelated,-0.0858
4353,QGM,Unrelated,-0.2355
4354,QGM,Unrelated,0.0526
4355,QGM,Unrelated,-0.0955
4356,QGM,Unrelated,-0.1564
4357,QGM,Unrelated,0.2606
4358,QGM,Unrelated,-0.229
4359,QGM,Unrelated,0.2072
4360,QGM,Unrelated,-0.122
4361,QGM,Unrelated,0.2788
4362,QGM,Unrelated,-0.1759
4363,QGM,Unrelated,0.0321
4364,QGM,Unrelated,-0.0983
4365,QGM,Unrelated,-0.0574
4366,QGM,Unrelated,-0.0975
4367,QGM,Unrelated,-0.0659
4368,QGM,Unrelated,-0.0608
4369,QGM,Unrelated,-0.0622
4370,QGM,Unrelated,0.2022
4371,QGM,Unrelated,0.1216
4372,QGM,Unrelated,-0.0536
4373,QGM,Unrelated,-0.1046
4374,QGM,Unrelated,-0.0902
4375,QGM,Unrelated,0.1269
4376,QGM,Unrelated,-0.2067
4377,QGM,Unrelated,0.1997
4378,QGM,Unrelated,-0.1359
4379,QGM,Unrelated,-0.0707
4380,QGM,Unrelated,-0.0967
4381,QGM,Unrelated,-0.1521
4382,QGM,Unrelated,0.3009
4383,QGM,Unrelated,0.0689
4384,QGM,Unrelated,0.1908
4385,QGM,Unrelated,0.1554
4386,QGM,Unrelated,0.1242
4387,QGM,Unrelated,-0.0261
4388,QGM,Unrelated,-0.1476
4389,QGM,Unrelated,-0.0737
4390,QGM,Unrelated,-0.1203
4391,QGM,Unrelated,0.1816
4392,QGM,Unrelated,-0.0387
4393,QGM,Unrelated,0.0249
4394,QGM,Unrelated,-0.106
4395,QGM,Unrelated,-0.079
4396,QGM,Unrelated,0.1248
4397,QGM,Unrelated,0.1684
4398,QGM,Unrelated,0.0483
4399,QGM,Unrelated,0.0417
4400,QGM,Unrelated,0.2238
4401,QGM,Unrelated,0.1251
4402,QGM,Unrelated,0.149
4403,QGM,Unrelated,0.1032
4404,QGM,Unrelated,-0.1151
4405,QGM,Unrelated,0.1698
4406,QGM,Unrelated,0.135
4407,QGM,Unrelated,0.0254
4408,QGM,Unrelated,-0.129
4409,QGM,Unrelated,0.2331
4410,QGM,Unrelated,0.264
4411,QGM,Unrelated,0.0556
4412,QGM,Unrelated,0.0376
4413,QGM,Unrelated,0.1289
4414,QGM,Unrelated,0.3388
4415,QGM,Unrelated,-0.256
4416,QGM,Unrelated,0.1407
4417,QGM,Unrelated,-0.0292
4418,QGM,Unrelated,-0.0887
4419,QGM,Unrelated,-0.0463
4420,QGM,Unrelated,0.0709
4421,QGM,Unrelated,-0.0446
4422,QGM,Unrelated,0.0102
4423,QGM,Unrelated,-0.1071
4424,QGM,Unrelated,-0.1736
4425,QGM,Unrelated,0.1032
4426,QGM,Unrelated,0.1073
4427,QGM,Unrelated,-0.0795
4428,QGM,Unrelated,-0.2086
4429,QGM,Unrelated,0.2722
4430,QGM,Unrelated,-0.2243
4431,QGM,Unrelated,0.0135
4432,QGM,Unrelated,0.1001
4433,QGM,Unrelated,-0.1713
4434,QGM,Unrelated,0.1327
4435,QGM,Unrelated,0.2893
4436,QGM,Unrelated,0.0172
4437,QGM,Unrelated,-0.1612
4438,QGM,Unrelated,-0.2348
4439,QGM,Unrelated,0.1593
4440,QGM,Unrelated,0.3166
4441,QGM,Unrelated,0.206
4442,QGM,Unrelated,-0.0333
4443,QGM,Unrelated,-0.101
4444,QGM,Unrelated,-0.1696
4445,QGM,Unrelated,-0.0801
4446,QGM,Unrelated,-0.0176
4447,QGM,Unrelated,-0.0778
4448,QGM,Unrelated,0.102
4449,QGM,Unrelated,0.0526
4450,QGM,Unrelated,-0.115
4451,QGM,Unrelated,-0.2277
4452,QGM,Unrelated,0.1896
4453,QGM,Unrelated,-0.1974
4454,QGM,Unrelated,-0.2759
4455,QGM,Unrelated,0.0733
4456,QGM,Unrelated,0.103
4457,QGM,Unrelated,-0.1392
4458,QGM,Unrelated,0.211
4459,QGM,Unrelated,-0.0172
4460,QGM,Unrelated,-0.0208
4461,QGM,Unrelated,0.1645
4462,QGM,Unrelated,0.0566
4463,QGM,Unrelated,0.0339
4464,QGM,Unrelated,0.1044
4465,QGM,Unrelated,0.0699
4466,QGM,Unrelated,0.3649
4467,QGM,Unrelated,0.0753
4468,QGM,Unrelated,0.2983
4469,QGM,Unrelated,0.1186
4470,QGM,Unrelated,-0.0415
4471,QGM,Unrelated,-0.301
4472,QGM,Unrelated,0.2776
4473,QGM,Unrelated,-0.0854
4474,QGM,Unrelated,-0.1678
4475,QGM,Unrelated,-0.0615
4476,QGM,Unrelated,0.0841
4477,QGM,Unrelated,-0.113
4478,QGM,Unrelated,0.1495
4479,QGM,Unrelated,-0.154
4480,QGM,Unrelated,0.1526
4481,QGM,Unrelated,0.0602
4482,QGM,Unrelated,-0.0059
4483,QGM,Unrelated,-0.0586
4484,QGM,Unrelated,0.2808
4485,QGM,Unrelated,-0.0795
4486,QGM,Unrelated,-0.0283
4487,QGM,Unrelated,-0.2147
4488,QGM,Unrelated,-0.2231
4489,QGM,Unrelated,-0.1961
4490,QGM,Unrelated,0.0535
4491,QGM,Unrelated,0.1344
4492,QGM,Unrelated,-0.14
4493,QGM,Unrelated,0.0956
4494,QGM,Unrelated,0.0287
4495,QGM,Unrelated,0.0249
4496,QGM,Unrelated,-0.0236
4497,QGM,Unrelated,0.1616
4498,QGM,Unrelated,0.37
4499,QGM,Unrelated,-0.0459
4500,QGM,Unrelated,-0.1411
4501,QGM,Unrelated,0.1023
4502,QGM,Unrelated,0.0364
4503,QGM,Unrelated,-0.0794
4504,QGM,Unrelated,-0.2131
4505,QGM,Unrelated,-0.2378
4506,QGM,Unrelated,0.0425
4507,QGM,Unrelated,0.155
4508,QGM,Unrelated,0.2134
4509,QGM,Unrelated,-0.206
4510,QGM,Unrelated,0.2201
4511,QGM,Unrelated,-0.0893
4512,QGM,Unrelated,-0.0488
4513,QGM,Unrelated,0.3804
4514,QGM,Unrelated,-0.0393
4515,QGM,Unrelated,0.2854
4516,QGM,Unrelated,0.0798
4517,QGM,Unrelated,-0.186
4518,QGM,Unrelated,-0.3162
4519,QGM,Unrelated,0.1282
4520,QGM,Unrelated,0.1754
4521,QGM,Unrelated,-0.1641
4522,QGM,Unrelated,-0.0227
4523,QGM,Unrelated,-0.1593
4524,QGM,Unrelated,0.0938
4525,QGM,Unrelated,0.1825
4526,QGM,Unrelated,0.0717
4527,QGM,Unrelated,-0.2022
4528,QGM,Unrelated,-0.0352
4529,QGM,Unrelated,-0.169
4530,QGM,Unrelated,0.1788
4531,QGM,Unrelated,-0.0831
4532,QGM,Unrelated,-0.1632
4533,QGM,Unrelated,0.116
4534,QGM,Unrelated,-0.1115
4535,QGM,Unrelated,-0.201
4536,QGM,Unrelated,-0.1063
4537,QGM,Unrelated,-0.134
4538,QGM,Unrelated,-0.2183
4539,QGM,Unrelated,0.2308
4540,QGM,Unrelated,0.0492
4541,QGM,Unrelated,0.0974
4542,QGM,Unrelated,-0.0515
4543,QGM,Unrelated,-0.0986
4544,QGM,Unrelated,0.0714
4545,QGM,Unrelated,0.1028
4546,QGM,Unrelated,0.2525
4547,QGM,Unrelated,-0.0441
4548,QGM,Unrelated,-0.0456
4549,QGM,Unrelated,-0.0361
4550,QGM,Unrelated,-0.0604
4551,QGM,Unrelated,0.2035
4552,QGM,Unrelated,-0.0637
4553,QGM,Unrelated,0.0923
4554,QGM,Unrelated,0.0214
4555,QGM,Unrelated,0.0968
4556,QGM,Unrelated,-0.2389
4557,QGM,Unrelated,0.0028
4558,QGM,Unrelated,-0.3611
4559,QGM,Unrelated,-0.0332
4560,QGM,Unrelated,-0.1086
4561,QGM,Unrelated,0.3921
4562,QGM,Unrelated,-0.468
4563,QGM,Unrelated,0.0336
4564,QGM,Unrelated,-0.1626
4565,QGM,Unrelated,-0.0778
4566,QGM,Unrelated,-0.1348
4567,QGM,Unrelated,0.0168
4568,QGM,Unrelated,-0.0159
4569,QGM,Unrelated,-0.0911
4570,QGM,Unrelated,-0.1605
4571,QGM,Unrelated,0.231
4572,QGM,Unrelated,0.0357
4573,QGM,Unrelated,-0.2397
4574,QGM,Unrelated,-0.0268
4575,QGM,Unrelated,-0.3896
4576,QGM,Unrelated,-0.0767
4577,QGM,Unrelated,-0.0115
4578,QGM,Unrelated,-0.0847
4579,QGM,Unrelated,-0.1136
4580,QGM,Unrelated,0.0683
4581,QGM,Unrelated,0.2094
4582,QGM,Unrelated,0.1944
4583,QGM,Unrelated,-0.0733
4584,QGM,Unrelated,0.0339
4585,QGM,Unrelated,0.1637
4586,QGM,Unrelated,0.0148
4587,QGM,Unrelated,-0.0538
4588,QGM,Unrelated,0.1303
4589,QGM,Unrelated,0.2128
4590,QGM,Unrelated,-0.0979
4591,QGM,Unrelated,-0.0522
4592,QGM,Unrelated,-0.0894
4593,QGM,Unrelated,-0.1922
4594,QGM,Unrelated,-0.0427
4595,QGM,Unrelated,-0.0923
4596,QGM,Unrelated,-0.0549
4597,QGM,Unrelated,0.0916
4598,QGM,Unrelated,-0.268
4599,QGM,Unrelated,0.247
4600,QGM,Unrelated,-0.0596
4601,QGM,Unrelated,-0.0646
4602,QGM,Unrelated,-0.0606
4603,QGM,Unrelated,-0.1861
4604,QGM,Unrelated,0.3115
4605,QGM,Unrelated,0.0138
4606,QGM,Unrelated,-0.0665
4607,QGM,Unrelated,-0.0292
4608,QGM,Unrelated,-0.0809
4609,QGM,Unrelated,0.1608
4610,QGM,Unrelated,0.0345
4611,QGM,Unrelated,-0.2142
4612,QGM,Unrelated,0.2815
4613,QGM,Unrelated,0.0069
4614,QGM,Unrelated,0.1027
4615,QGM,Unrelated,-0.062
4616,QGM,Unrelated,-0.0302
4617,QGM,Unrelated,0.1202
4618,QGM,Unrelated,0.1
4619,QGM,Unrelated,-0.0122
4620,QGM,Unrelated,-0.1938
4621,QGM,Unrelated,-0.1537
4622,QGM,Unrelated,0.1514
4623,QGM,Unrelated,0.2031
4624,QGM,Unrelated,0.0916
4625,QGM,Unrelated,-0.2368
4626,QGM,Unrelated,-0.3102
4627,QGM,Unrelated,0.012
4628,QGM,Unrelated,-0.0555
4629,QGM,Unrelated,-0.4057
4630,QGM,Unrelated,0.0017
4631,QGM,Unrelated,-0.2065
4632,QGM,Unrelated,0.0346
4633,QGM,Unrelated,-0.0906
4634,QGM,Unrelated,-0.0206
4635,QGM,Unrelated,0.077
4636,QGM,Unrelated,-0.0118
4637,QGM,Unrelated,-0.0553
4638,QGM,Unrelated,0.0499
4639,QGM,Unrelated,0.2533
4640,QGM,Unrelated,-0.2126
4641,QGM,Unrelated,0.0741
4642,QGM,Unrelated,0.225
4643,QGM,Unrelated,0.1717
4644,QGM,Unrelated,0.3997
4645,QGM,Unrelated,0.007
4646,QGM,Unrelated,0.0877
4647,QGM,Unrelated,0.0287
4648,QGM,Unrelated,0.0259
4649,QGM,Unrelated,0.1607
4650,QGM,Unrelated,-0.2088
4651,QGM,Unrelated,-0.0179
4652,QGM,Unrelated,-0.2715
4653,QGM,Unrelated,0.0099
4654,QGM,Unrelated,-0.0316
4655,QGM,Unrelated,0.1759
4656,QGM,Unrelated,-0.0309
4657,QGM,Unrelated,-0.0349
4658,QGM,Unrelated,-0.1935
4659,QGM,Unrelated,0.1542
4660,QGM,Unrelated,-0.2887
4661,QGM,Unrelated,0.0711
4662,QGM,Unrelated,0.1508
4663,QGM,Unrelated,0.1939
4664,QGM,Unrelated,-0.1002
4665,QGM,Unrelated,0.2273
4666,QGM,Unrelated,0.0303
4667,QGM,Unrelated,-0.063
4668,QGM,Unrelated,-0.176
4669,QGM,Unrelated,0.0601
4670,QGM,Unrelated,-0.0517
4671,QGM,Unrelated,-0.489
4672,QGM,Unrelated,-0.1152
4673,QGM,Unrelated,0.109
4674,QGM,Unrelated,-0.1742
4675,QGM,Unrelated,-0.1519
4676,QGM,Unrelated,0.2513
4677,QGM,Unrelated,0.1975
4678,QGM,Unrelated,-0.0179
4679,QGM,Unrelated,0.0575
4680,QGM,Unrelated,-0.2192
4681,QGM,Unrelated,-0.0711
4682,QGM,Unrelated,-0.0225
4683,QGM,Unrelated,-0.2813
4684,QGM,Unrelated,-0.2117
4685,QGM,Unrelated,-0.0251
4686,QGM,Unrelated,0.0697
4687,QGM,Unrelated,-0.2587
4688,QGM,Unrelated,-0.0623
4689,QGM,Unrelated,-0.1118
4690,QGM,Unrelated,-0.0222
4691,QGM,Unrelated,0.1878
4692,QGM,Unrelated,-0.0402
4693,QGM,Unrelated,-0.0693
4694,QGM,Unrelated,0.1544
4695,QGM,Unrelated,0.1207
4696,QGM,Unrelated,0.1713
4697,QGM,Unrelated,-0.0594
4698,QGM,Unrelated,-0.3004
4699,QGM,Unrelated,0.0811
4700,QGM,Unrelated,0.0747
4701,QGM,Unrelated,-0.2897
4702,QGM,Unrelated,-0.129
4703,QGM,Unrelated,-0.1018
4704,QGM,Unrelated,0.0425
4705,QGM,Unrelated,0.0688
4706,QGM,Unrelated,0.0483
4707,QGM,Unrelated,0.0504
4708,QGM,Unrelated,0.0127
4709,QGM,Unrelated,-0.0815
4710,QGM,Unrelated,-0.1446
4711,QGM,Unrelated,0.0697
4712,QGM,Unrelated,0.2009
4713,QGM,Unrelated,0.2088
4714,QGM,Unrelated,-0.1555
4715,QGM,Unrelated,0.221
4716,QGM,Unrelated,-0.151
4717,QGM,Unrelated,-0.0385
4718,QGM,Unrelated,-0.1194
4719,QGM,Unrelated,-0.1636
4720,QGM,Unrelated,0.0468
4721,QGM,Unrelated,8.00E-04
4722,QGM,Unrelated,0.0732
4723,QGM,Unrelated,-0.0602
4724,QGM,Unrelated,0.0699
4725,QGM,Unrelated,0.2093
4726,QGM,Unrelated,-0.0423
4727,QGM,Unrelated,0.0799
4728,QGM,Unrelated,-0.0419
4729,QGM,Unrelated,0.0246
4730,QGM,Unrelated,0.1541
4731,QGM,Unrelated,-0.1015
4732,QGM,Unrelated,0.1907
4733,QGM,Unrelated,-0.2949
4734,QGM,Unrelated,0.1255
4735,QGM,Unrelated,-0.148
4736,QGM,Unrelated,-0.1904
4737,QGM,Unrelated,-0.1659
4738,QGM,Unrelated,-0.2289
4739,QGM,Unrelated,0.0438
4740,QGM,Unrelated,-0.1585
4741,QGM,Unrelated,0.2302
4742,QGM,Unrelated,-0.1089
4743,QGM,Unrelated,-0.1676
4744,QGM,Unrelated,-0.0374
4745,QGM,Unrelated,0.0344
4746,QGM,Unrelated,0.0702
4747,QGM,Unrelated,0.0808
4748,QGM,Unrelated,0.0498
4749,QGM,Unrelated,-0.1896
4750,QGM,Unrelated,-0.2623
4751,QGM,Unrelated,-0.1997
4752,QGM,Unrelated,-0.256
4753,QGM,Unrelated,0.2228
4754,QGM,Unrelated,0.0368
4755,QGM,Unrelated,-0.249
4756,QGM,Unrelated,-0.0245
4757,QGM,Unrelated,-0.1015
4758,QGM,Unrelated,0.0195
4759,QGM,Unrelated,0.0693
4760,QGM,Unrelated,0.0268
4761,QGM,Unrelated,0.1776
4762,QGM,Unrelated,0.1094
4763,QGM,Unrelated,0.2556
4764,QGM,Unrelated,0.4211
4765,QGM,Unrelated,0.0385
4766,QGM,Unrelated,-0.0209
4767,QGM,Unrelated,0.1083
4768,QGM,Unrelated,0.1323
4769,QGM,Unrelated,0.1298
4770,QGM,Unrelated,-0.0584
4771,QGM,Unrelated,-0.1495
4772,QGM,Unrelated,0.1159
4773,QGM,Unrelated,0.077
4774,QGM,Unrelated,-0.075
4775,QGM,Unrelated,0.0504
4776,QGM,Unrelated,-0.1014
4777,QGM,Unrelated,0.126
4778,QGM,Unrelated,0.0817
4779,QGM,Unrelated,-0.0025
4780,QGM,Unrelated,0.0089
4781,QGM,Unrelated,-0.0304
4782,QGM,Unrelated,0.2064
4783,QGM,Unrelated,-0.1046
4784,QGM,Unrelated,0.0315
4785,QGM,Unrelated,0.074
4786,QGM,Unrelated,0.2144
4787,QGM,Unrelated,0.1585
4788,QGM,Unrelated,-0.1794
4789,QGM,Unrelated,-0.1197
4790,QGM,Unrelated,-0.2145
4791,QGM,Unrelated,-0.0197
4792,QGM,Unrelated,0.1102
4793,QGM,Unrelated,0.1505
4794,QGM,Unrelated,-0.0919
4795,QGM,Unrelated,-0.0218
4796,QGM,Unrelated,0.2051
4797,QGM,Unrelated,0.0043
4798,QGM,Unrelated,-0.0371
4799,QGM,Unrelated,-0.1301
4800,QGM,Unrelated,0.0541
